DB	DB_Object_ID	DB_Object_Symbol	Qualifier	Ontology_ID ID	Ontology_ID Name	Reference	Evidence_Code	With	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	taxon	Date	Assigned_by	Properties ID	Properties Name	Date Created	
	Rv2009			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2010			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2063A			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2063			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2530A			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2530c			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2548			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2547			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2601A			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2602			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2653c			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2654c			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2758c			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2757c			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2801c			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2801A			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2830c			GO:0045727	positive regulation of translation	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2865			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2866			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2872			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2871			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv3385c			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv3384c			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv3408			GO:0045926	negative regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv3407			GO:0045927	positive regulation of growth	PMID:20011113	IMP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2009			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2010			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1955			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1956			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2031c			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2007c			GO:0001666	response to hypoxia	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1560			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1561			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv0549c			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv0550c			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2031c			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2007c			GO:0075136	response to host	PMID:20011113	IEP		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1984c			GO:0004091	carboxylesterase activity	PMID:20103719	IDA		F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1984c			GO:0047372	acylglycerol lipase activity	PMID:20103719	IDA		F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv3452			GO:0004623	phospholipase A2 activity	PMID:20103719	IDA		F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2088	pknJ		GO:0004674	protein serine/threonine kinase activity	PMID:20185505	IDA	Rv1267c	F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2088	pknJ		GO:0042803	protein homodimerization activity	PMID:20185505	IDA		F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2088	pknJ		GO:0046777	protein autophosphorylation	PMID:20185505	IDA		P			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv2088	pknJ		GO:0004674	protein serine/threonine kinase activity	PMID:20185505	IDA	Rv2089c	F			protein	organism:1773	20100508	rwst			May 8, 2010	
	Rv1848	ureA		GO:0009039	urease activity	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1849	ureB		GO:0009039	urease activity	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1850	ureC		GO:0009039	urease activity	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1848	ureA		GO:0016151	nickel ion binding	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1849	ureB		GO:0016151	nickel ion binding	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1850	ureC		GO:0016151	nickel ion binding	PMID:7559354	IDA		F			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1848			GO:0006995	cellular response to nitrogen starvation	PMID:7559354	IEP		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1849			GO:0006995	cellular response to nitrogen starvation	PMID:7559354	IEP		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1850			GO:0006995	cellular response to nitrogen starvation	PMID:7559354	IEP		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv3875	esxA		GO:0005737	cytoplasm	PMID:7729876	IDA		C			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv3875	esxA		GO:0005618	cell wall	PMID:7729876	IDA		C			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv3804c	fbpA		GO:0005618	cell wall	PMID:8757831	IDA		C			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1886c	fbpB		GO:0005618	cell wall	PMID:8757831	IDA		C			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv0129c	fbpC		GO:0005618	cell wall	PMID:8757831	IDA		C			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv0129c			GO:0046677	response to antibiotic	PMID:8807080	IEP		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1886c			GO:0046677	response to antibiotic	PMID:8807080	IEP		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1886c			GO:0046677	response to antibiotic	PMID:8807080	IDA		P			protein	organism:1773	20100508	rwst			May 9, 2010	
	Rv1221	sigE		GO:0016987	sigma factor activity	PMID:9139909	IDA		F			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv1221	sigE		GO:0003677	DNA binding	PMID:9139909	IDA		F			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv3804c	fbpA		GO:0005576	extracellular region	PMID:9169770	IDA		C			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv1886c	fbpB		GO:0005576	extracellular region	PMID:9169770	IDA		C			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv1926c	mpt63		GO:0005576	extracellular region	PMID:9169770	IDA		C			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv1980c	mpt64		GO:0005576	extracellular region	PMID:9169770	IDA		C			protein	organism:1773	20100509	rwst			May 9, 2010	
	Rv3874	esxB		GO:0005576	extracellular region	PMID:9846755	IDA		C			protein	organism:1773	20100510	rwst			May 9, 2010	
	Rv2031c			GO:0051409	response to nitrosative stress	PMID:9864257	IEP		P			protein	organism:1773	20100510	rwst			May 10, 2010	
	Rv3841	bfrB		GO:0051409	response to nitrosative stress	PMID:9864257	IEP		P			protein	organism:1773	20100510	rwst			May 10, 2010	
	Rv3608c	folP1		GO:0004156	dihydropteroate synthase activity	PMID:10542185	IDA		F			protein	organism:1773	20100510	rwst			May 10, 2010	
	UniProt:O69530	folP1		GO:0004156	dihydropteroate synthase activity	PMID:10542185	IDA		F			protein	organism:1769	20100510	rwst			May 10, 2010	
	Rv0522			GO:0043091	L-arginine import	PMID:10648515	IMP		P			protein	organism:1773	20100510	rwst			May 10, 2010	
	Rv2221c	glnE		GO:0040007	growth	PMID:11004169	IMP		P			protein	organism:1773	20100510	rwst			May 10, 2010	
	Rv3310	sap		GO:0003993	acid phosphatase activity	PMID:11073936	IDA		F			protein	organism:1773	20100511	rwst			May 10, 2010	
	Rv3310	sap		GO:0050189	phosphoenolpyruvate phosphatase activity	PMID:11073936	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0050192	phosphoglycerate phosphatase activity	PMID:11073936	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0006184	GTP catabolic process	PMID:11073936	IDA		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0006742	NADP catabolic process	PMID:11073936	IDA		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0004805	trehalose-phosphatase activity	PMID:11073936	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0005618	cell wall	PMID:11073936	IDA		C			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3310	sap		GO:0005576	extracellular region	PMID:11073936	IDA		C			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3247c	tmk		GO:0004798	thymidylate kinase activity	PMID:11369858	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv3247c	tmk		GO:0042803	protein homodimerization activity	PMID:11369858	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv1656	argF		GO:0006526	arginine biosynthetic process	PMID:12011001	IMP		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv1656	argF		GO:0040007	growth	PMID:12011001	IMP		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv1656	argF		GO:0006526	arginine biosynthetic process	PMID:1406593	IMP		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv1656	argF		GO:0004585	ornithine carbamoyltransferase activity	PMID:1406593	IDA		F			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv1656	argF		GO:0070207	protein homotrimerization	PMID:1406593	IDA		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv2245	kasA		GO:0019367	fatty acid elongation, saturated fatty acid	PMID:12023885	IDA		P			protein	organism:1773	20100511	rwst			May 11, 2010	
	Rv2245	kasA		GO:0009923	fatty acid elongase complex	PMID:12023885	IDA		C			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv2245	kasA		GO:0005829	cytosol	PMID:12023885	IDA		C			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv2245	kasA		GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	PMID:12023885	IDA		F			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv2234			GO:0004725	protein tyrosine phosphatase activity	PMID:12066895	IDA		F			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv1736c			GO:0001666	response to hypoxia	PMID:14645286	IEP		P			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv1737c			GO:0001666	response to hypoxia	PMID:14645286	IEP		P			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv1161		NOT	GO:0001666	response to hypoxia	PMID:14645286	IEP		P			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv1161			GO:0043602	nitrate catabolic process	PMID:14645286	IMP		P			protein	organism:1773	20100512	rwst			May 12, 2010	
	Rv3130c	tgs1		GO:0001666	response to hypoxia	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3130c	tgs1		GO:0071731	response to nitric oxide	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3734c	tgs2		GO:0071731	response to nitric oxide	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3734c	tgs2		GO:0001666	response to hypoxia	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3234c	tgs3		GO:0001666	response to hypoxia	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3088	tgs4		GO:0071731	response to nitric oxide	PMID:15262939	IEP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv2234	ptpA	NOT	GO:0004438	phosphatidylinositol-3-phosphatase activity	PMID:15753315	IDA		F			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv0153c	ptpB	NOT	GO:0004438	phosphatidylinositol-3-phosphatase activity	PMID:15753315	IDA		F			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3310	sapM		GO:0004438	phosphatidylinositol-3-phosphatase activity	PMID:15753315	IDA		F			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3310	sapM		GO:0005576	extracellular region	PMID:15753315	IDA		C			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv3310	sapM		GO:0046854	phosphatidylinositol phosphorylation	PMID:15753315	IDA		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv2747	argA		GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	PMID:15838030	IDA		F			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv2747	argA		GO:0042803	protein homodimerization activity	PMID:15838030	IDA		F			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv2747	argA		GO:0051289	protein homotetramerization	PMID:15838030	IDA		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv1266c	pknH		GO:0045926	negative regulation of growth	PMID:16077122	IMP		P			protein	organism:1773	20100513	rwst			May 13, 2010	
	Rv1848			GO:0035550	urease complex	PMID:7559354	IDA		C			protein	organism:1773	20100508	rwst			May 14, 2010	
	Rv1849			GO:0035550	urease complex	PMID:7559354	IDA		C			protein	organism:1773	20100508	rwst			May 14, 2010	
	Rv1850			GO:0035550	urease complex	PMID:7559354	IDA		C			protein	organism:1773	20100508	rwst			May 14, 2010	
	Rv2234	ptpA		GO:0052046	modification by symbiont of host morphology or physiology via secreted substance	PMID:16085396	IMP		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3615c			GO:0044315	protein secretion by the type VII secretion system	PMID:16135231	IMP		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3614c			GO:0044315	protein secretion by the type VII secretion system	PMID:16135231	IMP		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3615c			GO:0009405	pathogenesis	PMID:16135231	IMP		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3614c			GO:0005515	protein binding	PMID:16135231	IMP	Rv3882c	F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3882c			GO:0005515	protein binding	PMID:16135231	IMP	Rv3614c	F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv3132c	dosS		GO:0020037	heme binding	PMID:16213520	IDA		F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2220	glnA1		GO:0051260	protein homooligomerization	PMID:16262797	IDA		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2222c	glnA2		GO:0051260	protein homooligomerization	PMID:16262797	IDA		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv1878	glnA3		GO:0051260	protein homooligomerization	PMID:16262797	IDA		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2860c	glnA4		GO:0051260	protein homooligomerization	PMID:16262797	IDA		P			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2220	glnA1		GO:0004356	glutamate-ammonia ligase activity	PMID:16262797	IDA		F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2222c	glnA2		GO:0050001	D-glutaminase activity	PMID:16262797	IDA		F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv1878	glnA3		GO:0004356	glutamate-ammonia ligase activity	PMID:16262797	IDA		F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv2860c	glnA4		GO:0004356	glutamate-ammonia ligase activity	PMID:16262797	IDA		F			protein	organism:1773	20100514	rwst			May 14, 2010	
	Rv1338	murI		GO:0008881	glutamate racemase activity	PMID:16262797	IDA		F			protein	organism:1773	20100515	rwst			May 14, 2010	
	Rv2220			GO:0040007	growth	PMID:16262797	IMP		P			protein	organism:1773	20100515	rwst			May 15, 2010	
	Rv1737c	narK2		GO:0001666	response to hypoxia	PMID:16272401	IMP		P			protein	organism:1773	20100515	rwst			May 15, 2010	
	Rv1737c	narK2		GO:0090352	regulation of nitrate assimilation	PMID:16272401	IMP		P			protein	organism:1773	20100515	rwst			May 16, 2010	
	Rv2031c	hspX		GO:0045926	negative regulation of growth	PMID:16428728	IMP		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv1009			GO:0085016	dormancy exit of symbiont in host	PMID:16622237	IMP		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:16817899	IDA	Rv1267c	F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:16817899	IDA	Rv1267c	F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0018c	pstP		GO:0004721	phosphoprotein phosphatase activity	PMID:16817899	IDA	Rv1266c	F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0018c	pstP		GO:0004721	phosphoprotein phosphatase activity	PMID:16817899	IDA	Rv1267c	F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0018c	pstP		GO:0043392	negative regulation of DNA binding	PMID:16817899	IDA		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0014c	pknB		GO:0043388	positive regulation of DNA binding	PMID:16817899	IDA		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0015c			GO:0043388	positive regulation of DNA binding	PMID:16817899	IDA		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv1266c			GO:0043388	positive regulation of DNA binding	PMID:16817899	IDA		P			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv1267c	embR		GO:0016887	ATPase activity	PMID:16817899	IDA		F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv1267c	embR		GO:0003924	GTPase activity	PMID:16817899	IDA		F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv2068c	blaC		GO:0033250	penicillinase activity	PMID:16870770	IDA		F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv2068c	blaC		GO:0033251	cephalosporinase activity	PMID:16870770	IDA		F			protein	organism:1773	20100516	rwst			May 16, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 16, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0931c	pknD		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1746	pknF		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0931c	pknD		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1746	pknF		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0931c	pknD		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1746	pknF		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:16873379	IDA	Rv2243	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0018c	pstP		GO:0004721	phosphoprotein phosphatase activity	PMID:16873379	IDA	Rv2245	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0018c	pstP		GO:0004721	phosphoprotein phosphatase activity	PMID:16873379	IDA	Rv2246	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0014c	pknB		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0931c	pknD		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1743	pknE		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1746	pknF		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1266c	pknH		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0018c	pstP		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2245	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0014c	pknB		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0931c	pknD		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1743	pknE		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1746	pknF		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1266c	pknH		GO:0043085	positive regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0018c	pstP		GO:0043086	negative regulation of catalytic activity	PMID:16873379	IDA	Rv2246	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2719c			GO:0046677	response to antibiotic	PMID:16942606	IEP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2719c			GO:0016998	cell wall macromolecule catabolic process	PMID:16942606	IDA		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2094c	tatA		GO:0040007	growth	PMID:16952959	IMP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2093c	tatC		GO:0040007	growth	PMID:16952959	IMP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv1224	tatB		GO:0040007	growth	PMID:16952959	IMP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2525c			GO:0005576	extracellular region	PMID:16952959	IDA		C			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2525c			GO:0046677	response to antibiotic	PMID:16952959	IEP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2525c		NOT	GO:0008610	lipid biosynthetic process	PMID:16952959	IDA		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0014c	pknB		GO:0040007	growth	PMID:16980473	IMP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv2220	glnA1		GO:0006542	glutamine biosynthetic process	PMID:17057098	IMP		P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:17068335	IDA	Rv2150c	F			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv0015c	pknA		GO:0043086	negative regulation of catalytic activity	PMID:17068335	IDA	Rv2150c	P			protein	organism:1773	20100517	rwst			May 17, 2010	
	Rv3132c	devS		GO:0020037	heme binding	PMID:17371046	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0019825	oxygen binding	PMID:17371046	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070025	carbon monoxide binding	PMID:17371046	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070026	nitric oxide binding	PMID:17371046	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0931c	pknD		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv0516c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0018c	pstP		GO:0004721	phosphoprotein phosphatase activity	PMID:17411339	IDA	Rv0516c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv0516c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
